business,stars,date,time_ago,signal,category,phrase,summary,biz_size,root_cause,pitch,text
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,a year ago,,True,other_comm_problem,"""Later was that night and this guy says, “I’m not trying to cheat you”""",The customer was given conflicting advice by two different technicians over the phone.,small_team,overwhelmed,review_management,"Horrible horrible service! Avoid at all costs. My ac went out I called them paid the road fee. When the tech came out he said and I quite “I’m not trying to cheat you”, which he was absolutely never accused of in the first place. He continued to say that I needed to change out parts that would run m"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,10 years ago,,True,other_comm_problem,they wanted $89 to show up and another $150-$450 to do the leak check,The customer was quoted high fees for a service call and leak check.,established,unknown,review_management,"I Had a complete Rheem air conditioning system installed in late November 2014 by Air Force One.  In mid February of this year, when the weather heated up for a few days, we had no air conditioning.  I had it checked and it was 4lbs low on refrigerant.  Once recharged, it began cooling again.  I jus"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,3 years ago,,True,other_comm_problem,"""the receptionist was very rude""","The receptionist was rude, leading to distrust in the company.",established,bad_culture,review_management,Scam! My parents contacted this company to fix their air conditioner that went out during the winter storms in Texas. The receptionist was very rude. When my father reported her they sent a technician out anyway from this same company because there wasn’t any other company available through their ho
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,6 years ago,,True,repeat_calls,"""I did so.  By the time they got to my house, it was working again.""",The customer had to call multiple times before the issue was addressed.,established,overwhelmed,callback_automation,"We have used AF 1 for over 9 years, they installed my A/C Heat unit and serviced it these last years.  I recently had a problem with my furnace in the fact that the blower would run, but the furnace would only come on ever once in awhile.  They diagnosed a dirty filter the first time,  about 3 month"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,They bought an amazing parts store where a homeowner could go in and buy any part imaginable and not they're a service company that won't sell parts. Heartbreaking. All the old reviews are worthless.
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,3 years ago,,True,other_comm_problem,after rescheduling an appt two times,The company failed to follow through on a scheduled appointment.,established,overwhelmed,review_management,Charged us $500 for a $100 base model thermostat. Still not working correctly and after years of serving our business have now told us we need to find a commercial repair company after rescheduling an appt two times. Sadly cannot recommend them.
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,4 years ago,,True,no_callback,We never got,The customer never received an estimate after being told it would be provided.,established,unknown,review_management,"Dont use this company in a commercial setting, (unless you have some money to burn.)  We had used this company for years in a commercial building.  They recently changed hands to a new owner.  They didnt come out to do our regularly scheduled quarterly maintenance.   Then we moved to a new commercia"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,Edited 8 years ago,,True,other_comm_problem,they never rescheduled with me to complete issue discovery,The company failed to follow up and reschedule to complete the issue discovery.,small_team,overwhelmed,review_management,I thought they did a good job at first....then they never rescheduled with me to complete issue discovery so I had another company come out...they confirmed some ducting was never fixed like agreed upon and also said the ducting they aluminum taped was a poor job. I’ve attached a picture of the duct
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,Edited 12 years ago,,True,repeat_calls,"""BACK AND FORTH TO MY PARENT'S HOME ABOUT TWO DOZEN OR SO TIMES""",The customer's parents had to deal with repeated visits from the company.,solo_operator,overwhelmed,not_applicable,STAY AWAY FROM LYING CHESTER AT AIR FORCE ONE AIR CONDITIONING AND HEATING. MY PARENTS PURCHASED A RUDD OUT SIDE CONDENSING HEAT PUMP FROM THIS LYING MAN FOUR AND A HALF YEARS AGO. THIS COMPANY IN THAT TIME WAS BACK AND FORTH TO MY PARENT'S HOME ABOUT TWO DOZEN OR SO TIMES. I FINALLY STOPPED MY PARE
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,Edited 7 years ago,,True,ignored,I was not able to talk to a manger they kept passing me around.,The customer was unable to speak with a manager due to being passed around.,small_team,overwhelmed,review_management,Very poor customer service.  They damaged my system and failed to come back and take care of their mistake.  I was not able to talk to a manger they kept passing me around.
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,12 years ago,,True,ignored,the Spanish guy dont help me at all,The customer felt ignored by the Spanish representative.,solo_operator,overwhelmed,not_applicable,"They dont healp me at all... I waste my time with them, the Spanish guy dont help me at all, he just want to go home for the day"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,6 years ago,,False,none,none,No communication issue.,unknown,unknown,not_applicable,"Terrible Service, Not Recommended.After years of service and Prompt Payment they decided for no reason to dump me."
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",1,9 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,They don't do commercial property
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",2,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"This is a mixed review. On the one hand, ownership of Air Force One was responsive when one of their techs mishandled the AC system in my attic causing a ceiling to flood. I hired Air Force One to perform a deep cleaning and coolant check of my HVAC system in Fall 2021. The tech pointed out there wa"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",2,7 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Their prices are outrageous
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",4,Edited 4 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,We requested a quote for replacing our toilets with comfort height and to replace the cut off valves for the toilet and all sinks.  We received our quote the same day after the Javier came to review what was involved.  He was on time and very knowledgeable and friendly.  We will be accepting the bid
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",4,Edited 9 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I bought a Rheem system from them  at their recommendation in 2009.  My experience with them had always been pretty good.  Although it was a bit of a struggle to get a diagnosis during the busy summer season, in the end they stepped forward and are replacing my defective evap coil (Rheem warranty re"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",4,4 years ago,,True,other_comm_problem,have not seen them yet,The customer did not receive the maintenance reports on time.,unknown,unknown,review_management,"Sam did a good job & cleaned up after himeself. I usually see the reports on the maintenance the same day, but have not seen them yet.  He did not bring all of the required filters, but said he would drop them off later this week."
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",4,4 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Same day service and a fair price. Only problem was some scheduling issues. I couldn't set up an appointment online but their phone service was great.
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",4,Edited 4 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Diagnosed the problem but were unable to fix due to proprietary issues with Carrier. Sam was professional and straight forward. We will continue to call them in the future.
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",4,6 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"I am pleased with.the service conducted by your technician. He is a professional.
Thank you
Sharron Robinson"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",4,6 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Technician was efficient and knowledgable.  Price was a bit high though so minus one star.
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",4,5 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Got in touch with management who resolved my complaints to my satisfaction. Thanks, AF1!"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",4,6 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Excellent
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,9 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Rick at Air Force One was Great! He was on time, professional. and knowledgeable. I felt like he did only what was necessary and he made me comfortable with his explanations and suggestions of options for the future ( I have relatively old units). This was welcome as I have recently left a ""home war"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,5 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Juan is an exceptionally knowledgeable, through, and outgoing tech. He arrived on time and was wearing a mask and stood several feet away from me. I liked that a lot. He took his time checking everything out, looking at an issue with the heat I thought was broken (door on heater ajar-easy fix) and d"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,5 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,I could not be more thrilled with my experience with Airforce One. They have been serving my HVAC for over 10 years. This August I had to have AC replaced as it was a very old unit. They replaced it 2 days after it died and the process was simple and seamless. They left no trace of their presence in
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,Edited 5 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Have only used them once, but was very pleased. Kevin came quickly and was very courteous and thorough. Great speedy service at a really great price = very happy customer.

Update: have been using Air Force One for years now and continue to be a very happy customer."
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,Edited 5 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"We have been President Club members of Air Force 1 for years now, and I recommend them highly. Twice annual check-ups keep us running smoothly with no surprises. The techs are always prompt, professional and highly knowledgeable.  Love this service."
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,6 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Why did I not find out about this place sooner?
Our water heater finally broke down and we ended up having to replace it. After calling around,  I decided to give Air Force One Plumbing  a try and was completed surprised by how amazing of a job they did.  Our plumber was professional and completed t"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,4 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Javier was amazing! We had a new hot water heater replaced and hydro jetting of our outside drains. The water heater installation was standard, but our outside drains have been a problem for years. He really took the time to try and clear them out as much as possible, even though we think there was "
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,7 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,We have been using Air Force One for several years.  The service techs are always polite friendly and professional.  They make sure not to make a mess and if they do they clean it up before they leave.  I have never had a repair or service that I did not need and did not feel pressured or upsold.  W
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,9 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,I had my furnace go out last week and called company X. They sent out a technician who misdiagnosed the problem and I was told I would have to spend $500-1000 to replace a hard to find control board on an older unit which might not last and then they proceeded to quote me for a new system. It was no
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,5 years ago,,True,repeat_calls,"""I called, and they squeezed me in that afternoon""",The customer had to call multiple times to get a technician out.,established,overwhelmed,callback_automation,"Have a 3 1/2 year old system which is under warranty, which decided to stop cooling the Friday before Memorial day weekend.  I bit the bullet and called them out Friday night, and paid the after hours fee.  I was told that a TXV, which I guess acts like a filter for the Freon needed replacing, which"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,6 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Very impressed and extremely happy with the work performed on our furnace as well as every person I've communicated with and our technician! Everyone was personable, knowledgeable and professional. First time to have them come to our house and will continue to contact them on all issues the company "
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,9 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Great service from Air Force 1. I've been using these guys for a few years now and all of their technicians are top notch. Dale just recently did my winter inspection and helped immensely with a furnace problem I was having. Great folks! I will continue using them in the future.
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,Edited 5 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Josue and the entire Air Force One team did a great job. They are very honest, trustworthy, reliable, and very helpful with their work. I would truly recommend the technician and Air Force One company. Their prices are great and an honorable company."
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,8 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Very happy with the service I received. These guys thoroughly tested the unit they identified the problem, fixed the issues and then stuck around to make sure everything was in working order. Was leary after a bad experience with another company but pleasently surprised by these guys. They were also"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,8 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I appreciate their work and timeliness; they came out a total of three visits.  Dale did a good job of explaining what needed to happen and what he planned to do. Ended up costing more than $500 (blown capacitor, cleaning, Freon, etc), but the prices were competitive according to my HVAC buddy.  The"
"Air Force One Plumbing Heating & Air, now part of A-Star Air Conditioning & Plumbng",5,10 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Rick was the technician who serviced my unit today, and he was great!  Alerted me to a possible problem with insulation blocking the air flow of the soffits and explained in detail how to change the filters myself so that I could do it monthly.
I'm very happy with the service I get with Air Force On"
billyGO Air Conditioning & Plumbing,1,3 months ago,,False,none,none,No communication issue.,unknown,unknown,not_applicable,"Came for a leak check. Didn’t do a thing, gave me an overpriced quote and took the emergency service fee. Literally took 10 mins to complete the process. I personally spent more time finding the leak  then he did"
billyGO Air Conditioning & Plumbing,1,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Very poor service but they did fix the leaks but they didn’t fill the dirt all the way back and they left a brand new hose and trash for me to clean up. Thank you for the water hose I can use it. Also they try to take the dirt with them but come on my guy atleast put it back like if it was your hous
billyGO Air Conditioning & Plumbing,1,7 months ago,,True,other_comm_problem,They didn’t have it.,The technicians didn't have the quoted amount in the Job Order.,small_team,unknown,review_management,"Based on ChatGPT I selected BillyGO company to fix my A/C. Next day, Jordan Wiggins arrived on time, diagnosed the problem and asked me to sign a Job Order to be sent to my email address. He was impressive and professional. However, this is where the positive ends. The next day two technicians arriv"
billyGO Air Conditioning & Plumbing,1,8 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"It's with both sadness and frustration that I leave this review. My partner and I were convinced two years ago by a BillyGo agent to buy a new HVAC system. We decided to go for some upgrades as well, including smart thermostats and redoing some duct work. Since then, there have been multiple issues "
billyGO Air Conditioning & Plumbing,1,9 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"My foundation company paid for Billygo to inspect my house plumbing after foundation repair. Their technician could not find the 2nd cleanout so he told me to pay couple thousands to install one. I called a 2nd company for different opinion, and funny enough, they found the 2nd cleanout. My foundati"
billyGO Air Conditioning & Plumbing,1,Edited a year ago,,True,other_comm_problem,"When I called this business, the service manager only wanted to discuss about the blame.",The service manager was defensive and uncooperative when the customer called.,established,bad_culture,review_management,Outrageous prices. My elderly parents were referred to BillyGO by me ( sadly ) hoping to save them some money. My father told me he was charged for over $7500 for a SINGLE electric hot water heater. Yes there were other item equipment installed. But my God the outrageous prices. If you have elderly 
billyGO Air Conditioning & Plumbing,1,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"This was a terrible experience after I gave them money for a worthless maintenance contract. Then when I did have an issue they charged me to diagnose it and quote almost $3000 for the fix. I laughed because the tech even told me the AC was working fine so had I used his recommendation, the heat wou"
billyGO Air Conditioning & Plumbing,1,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,We called because we had a clogged drain somewhere causing backup. After clearing the drain an inspection was done with the cameras and found a pipe under the house that was broken due to roots. It was of course VERY expensive to fix since they had to tunnel under my slab house. They came the next d
billyGO Air Conditioning & Plumbing,1,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I called due to a leaking outside faucet.  The lady on the phone was very nice and positive.  The young man (repairman) who came was very nice and squeaky clean in his dress.  He was very polite and explained to me how he would replace the faucet, BUT first he would go to the truck to prepare the qu"
billyGO Air Conditioning & Plumbing,1,7 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"The BillyGo plumber came to check out the whole-house water filtration system and quoted me $20,000. That’s insane!"
billyGO Air Conditioning & Plumbing,1,Edited a year ago,,True,other_comm_problem,First guy sent out refused give breakdown for part/labor,The technician refused to provide a breakdown of parts and labor costs.,solo_operator,bad_culture,review_management,Sadly I now realize how I was soo overcharged for labor for installing damper motor for hvac. It’s appx  $95 part Honeywell part..total bill was $580. First guy sent out refused give breakdown for part/labor. Jordan quoted me $580 for 1 damper…still no part #. My recent home inspection guy wanted th
billyGO Air Conditioning & Plumbing,1,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,We are totally disgusted with BillyGo HVAC and Plumbing. Their prices are through the roof. Said our freon was low a pound or so and would assess whether to do a leak test or not. Then he puts his gauges on it and then writes up an estimate for 1315 WITH discount. That includes 800+ to add stop leak
billyGO Air Conditioning & Plumbing,1,a year ago,,True,other_comm_problem,"""Troy, refused to write me a report""","The customer was refused a report by the technician, leading to a communication breakdown.",solo_operator,bad_culture,not_applicable,"The call request was to get a free inspection report for the unit with a repair. Troy, refused to write me a report , although I accepted to do do the repair. The technician was extremely pushy and was pressuring me to buy a membership. He initially gave me a price, but when it was time to pay, he a"
billyGO Air Conditioning & Plumbing,1,Edited a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"A technician came to diagnose the air conditioner unit in my townhouse, and he found leaked, $279, on the evaporator coil. He charged me about $2,500 for the labor minus $279 that I already paid down to $2,221. This was the total shock to me to pay for the labor. So I called around and found another"
billyGO Air Conditioning & Plumbing,1,2 years ago,,True,no_callback,"""I am wondering it is not a rocket science and what kind of research they are doing?""",The company failed to follow up with the customer after promising to do so.,established,unknown,review_management,billyGo Plumbing Heating is a worst company i had ever dealt with.  for a simple plumbing job that is replacing a broken Toilet water tank.  we had to wait for almost 1/1/2 day for the plumber to arrive.  the plumber from billyGO looked at the broken water tank and took some pictures and then disapp
billyGO Air Conditioning & Plumbing,1,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"The technician that came out from Billy Go, tried to sell me on a brand AC new unit costing 11k. Thankfully, I had insurance and suffered through the additional three days it took for them to come out. They said he had turned my unit off at the box, when all it needed was to be cleaned out. He had i"
billyGO Air Conditioning & Plumbing,1,2 years ago,,True,other_comm_problem,which they could not provide even after giving specific details,The company failed to provide an estimate over the phone despite providing specific details.,small_team,overwhelmed,not_applicable,"I had a terrible experience with this company, the only reason I am giving them a 1 star is that the technician came out on time.

I had a clogged toilet in my master bathroom and after running an auger thru it I noticed roots. I used a measuring tape to check how deep the roots were and it turned o"
billyGO Air Conditioning & Plumbing,1,6 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,well today In was at my wife's parents and their (badge 5) disposal broke. I looked online for a decent plumber and Billy Go came up. I downloaded the app and made an appointment. He was 30 mins late so they took $1 a minute off plus $59 for using and downloading the app. So as I waited for the Quot
billyGO Air Conditioning & Plumbing,1,8 months ago,,True,other_comm_problem,does not honor warranties trust me call anyone but these people,"The company failed to honor warranties, leading to distrust.",established,unknown,review_management,This company charges to much for some off brand hvac unit then does not honor warranties trust me call anyone but these people..
billyGO Air Conditioning & Plumbing,1,2 years ago,,False,none,none,"No communication issue, customer had a problem with the technician's attitude and sales tactics.",established,bad_culture,not_applicable,Technician who came by to give me a quote was arrogant and rude.  His initial thought on the estimate was close to 3k more than another estimate I received so I told him thanks but was too high for me.  He then started to question me on what the other company would do and telling me good luck with a
billyGO Air Conditioning & Plumbing,1,a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Had Billy go come out to clear a sewer line blockage.   Charged $980 and didn't fix blockage.   Said I needed to replace all sewer lines for $27,000.   Drain Doctor came out next day and cleared blockage in 30min for $200."
billyGO Air Conditioning & Plumbing,1,2 years ago,,True,other_comm_problem,"""the tech told me which one to order from Amazon""","The company's installer installed a wrong product, and the customer was not reimbursed.",small_team,unknown,not_applicable,"Terrible place.
They’ve come to my house numerous times, first for a thermostat issue. They tried to charge me TRIPLE, but the tech told me which one to order from Amazon. Turns out that was the wrong one, I return it and they don’t give me my money back because this company’s installer installed it"
billyGO Air Conditioning & Plumbing,1,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Paid handsomely for emergency leak repair on Saturday.   The leak was not properly diagnosed or repaired, so we requested another visit on Monday.   When the plumber showed up, he said something else was wrong that he did not detect on Saturday and charged another substantial fee to finally stop the"
billyGO Air Conditioning & Plumbing,1,a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Came to clean out drain, broke snake off in pipe under house then quoted 24,000 to reroute sewer line. Technicians may get percentage of income they generate. President's proposal to solve problem was to jack hammer my living room foundation to get to pipe. Stay away from this company. Since learned"
billyGO Air Conditioning & Plumbing,1,Edited 2 years ago,,True,other_comm_problem,"""Very recently their customer service is not great at all""",The customer experienced poor customer service recently.,established,unknown,review_management,"Hi all, this is my second review after 3 years on BillyGo. I have been a customer with them since 2019. I have used them for drain cleaning and HVAC replacement & maintenance at two of my properties. Very recently their customer service is not great at all and every time the tech comes in for standa"
billyGO Air Conditioning & Plumbing,1,4 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Last Friday, I got a clogged drain, they told me my situation is very complicate and gave me a quote of almost $600 to fix my problem.  After the work,  they told me I have a bigger problem so they can't give me warranty,  and gave me a quote for 20K to solve the problem. Just one hour after they le"
billyGO Air Conditioning & Plumbing,1,5 years ago,,True,other_comm_problem,"""give me an estimate over the phone because he was an hour away""",The technician failed to provide an in-person estimate as promised.,small_team,overwhelmed,review_management,Well I had an appointment today. Received a text that the technician was on his way. I get a call from a technician stating he wanted to give me an estimate over the phone because he was an hour away and didn't want to waist time driving an hour.  Remind you that I received a free estimate. Without 
billyGO Air Conditioning & Plumbing,1,3 years ago,,True,other_comm_problem,He is the guy who I never want to meet again.,The customer had a negative experience with a technician's attitude and work quality.,small_team,bad_culture,review_management,"I've been using BillyGo for a long time, but this is the first time I've seen such an unfriendly technician. He is the guy who I never want to meet again. And also, he worked only 10 minutes for simple electricity problem and charged me $280 something."
billyGO Air Conditioning & Plumbing,1,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,I called this company for two of  my toilet were not flushing.  They came and changed the Toilet Fill Valve with Tank and Bowl Water Control . My husband had to change that in the past for less than $20.They charged me $660 .This too much charge.
billyGO Air Conditioning & Plumbing,1,4 years ago,,True,other_comm_problem,"""tons of problems""","The customer experienced numerous issues with the service, not just communication.",small_team,overwhelmed,not_applicable,"If it takes five different plumbers to fix a sink, I would change your business model. BillyGo consists of a whole lot of inexperienced plumbers making quick fixes with terrible final products. Don’t waste your money on a membership. Just go with another company as a whole and save yourself tons of "
billyGO Air Conditioning & Plumbing,1,2 years ago,,True,other_comm_problem,Left me high and dry.,The plumber's office failed to communicate their weekend service policy.,small_team,bad_culture,review_management,Scheduled water jet service with dispatcher the day before Easter (a Saturday). Plumber arrived and informed us that they do not water jet on weekends. Then quoted me $800 to camera/snake an already pulled toilet. Left me high and dry. Would give 0 stars if I could.
billyGO Air Conditioning & Plumbing,1,2 years ago,,False,none,none,No communication issue mentioned in the review.,unknown,unknown,not_applicable,Very poor company. Inexperience technician. Not know what they are doing. Cost me double money to correct the issue from other company. The blower the installed was after market and they charged me for original Lennox blower. If you have choice don't consider them at all. You will end up paying more
billyGO Air Conditioning & Plumbing,1,3 years ago,,False,none,none,No communication issue.,established,unknown,not_applicable,"DO NOT USE THEM, they are complete rip off. I called for new water heater, got a quote of $6000. Manager tells me he can't even get water hear for $2700 where I can just walk to lowes or home depot and get for $1400 and higher year warranty. I called few other companies and they all have quoted me b"
billyGO Air Conditioning & Plumbing,1,3 years ago,,False,none,none,"No communication issue, customer had a problem with the service provided.",unknown,unknown,not_applicable,"This company advertises a $0 diagnostic fee, however, they charge you a $120 travel fee! Tech did a diagnostic of my HVAC system and quoted me around 750 DOLLARS to replace 2 capacitors. Mind you that capacitors cost around $15 each and are around a 10 minute job to change out. Went to the HVAC stor"
billyGO Air Conditioning & Plumbing,1,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,They are driving their truck around on very bald tire that’s about to blow.  If they can’t spend the money to maintain their trucks then I’m not going to trust them with my projects.
billyGO Air Conditioning & Plumbing,1,4 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,They sent someone out on an emergency service call for my mother's ac unit because it stopped blowing cold air. The repair man was out there for maybe 10 minutes and said it would cost $7000 to replace the whole inside and outside unit (even though he never checked the inside unit) he said the freon
billyGO Air Conditioning & Plumbing,1,3 years ago,,True,no_callback,"""I was contacted saying that no technician is available""","The customer was not called back as promised, and was only contacted after the scheduled start time.",small_team,overwhelmed,callback_automation,"Unfortunately, technician did not show for service. An hour after the scheduled start time I was contacted saying that no technician is available - and I would need to be rescheduled.

Thing is, this is the second reschedule - and I am not sure I am going to go a third. Many companies out there that"
billyGO Air Conditioning & Plumbing,1,4 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Just to re-ignite the heater they charged us $200 for 5 min job. This is really crazy and they are always trying to upsell and very highly priced compare to other. Won't recommend. Bad experience.
billyGO Air Conditioning & Plumbing,1,4 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"They are quite expensive, charged $250 restocking fee for a canceled service for generic parts which I was told they carry in their truck. Be aware."
billyGO Air Conditioning & Plumbing,1,3 years ago,,False,none,none,No communication issue.,unknown,unknown,not_applicable,They wanted my credit card info before they would come out and give me a free quote. Seems very scammy.
billyGO Air Conditioning & Plumbing,1,4 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Driver in van 52 road raging with another car
billyGO Air Conditioning & Plumbing,1,6 years ago,,True,other_comm_problem,"Their lack of response, cost us money.",The plumber failed to respond to reschedule an appointment.,solo_operator,overwhelmed,review_management,"This plumber never showed for appointment. Then couldn’t even reschedule for a first am appointment. Their lack of response, cost us money. Very unprofessional, would not recommend."
billyGO Air Conditioning & Plumbing,1,2 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Dishonest by trying to charge for unnecessary fixtures. Will never ever use them.
billyGO Air Conditioning & Plumbing,1,4 years ago,,True,other_comm_problem,Find someone else.,The customer was unable to find someone to assist them.,unknown,unknown,not_applicable,Find someone else. Garcia rip off.
billyGO Air Conditioning & Plumbing,1,2 weeks ago,,True,no_callback,"""they never got back to us""",BillyGO failed to respond to customer inquiry about crew arrival time.,small_team,overwhelmed,callback_automation,Ricky Diaz was first point of contact with BillyGO and he was great. Issac and Alex made the needed sanitary line repairs and they were great also. After Ricky determined had a leak and a tunnel needed to be dug we were told a crew would be out the next morning to dig the dirt so repairs could be co
billyGO Air Conditioning & Plumbing,1,a month ago,,True,repeat_calls,"""multiple calls to dispatch a technician for my scheduled appointment""",The customer had to make multiple calls to dispatch a technician for their scheduled appointment.,established,overwhelmed,callback_automation,"I called to request a service appointment between 8 and 9 AM for my two pipe HVAC system in my condominium. When I set the service appointment, I specifically emphasized that this was a two pipe system to be sure that the technicians knew how to service them.
The technician arrived at 10:30 AM for t"
billyGO Air Conditioning & Plumbing,1,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Wasn't really in the market for a $2,839 50 gallon water heater, before their $517 warranty and pressure for annual subscription!  This job is worth $950 max. Whatever."
billyGO Air Conditioning & Plumbing,1,6 years ago,,True,other_comm_problem,"""Called city of Denton and they came out for free & checked main line & said it was clear.""",The service was 4 hours late and incorrectly diagnosed the problem.,small_team,overwhelmed,review_management,Scheduled service for Sun between 12 & 1. Showed up at 4:30 for sewer backup in master bath. Tech said main sewer line to street was stopped up. Would cost $430+ more for each line in house. Said thanks but no thanks. Called city of Denton and they came out for free & checked main line & said it was
billyGO Air Conditioning & Plumbing,1,6 years ago,,True,ignored,"""they laughed ... well laugh at this review !""",The customer felt ignored and dismissed by the company's response.,solo_operator,bad_culture,review_management,"Way too high $600 higher than 3 other Master Plummer’s bids on same install .
I called the company and told them they were over bidding and they laughed ... well laugh at this review !"
