business,stars,date,signal,category,phrase,summary,text
Dallas Plumbing & Air Conditioning,1,a year ago,False,none,none,"No communication issue, review focuses on service quality and pricing.","I had a very frustrating experience with this company. They advertise reliable and affordable drain cleaning services, but that couldn't be further from the truth. They charged me an outrageous $359 for a 5-10 minute service. To make matters worse, the technician gave an incorrect diagnosis, claimin"
Dallas Plumbing & Air Conditioning,1,11 months ago,True,other_comm_problem,"""Over the phone, despite not having seen the unit, they immediately suggested""",The customer felt the diagnosis was premature and based on an upsell tactic.,"Our recent experience with Dallas Plumbing and Air Conditioning was thoroughly disappointing and, frankly, felt like an attempt at an unnecessary upsell. When our hot water heater stopped working, we initially contacted them. Over the phone, despite not having seen the unit, they immediately suggest"
Dallas Plumbing & Air Conditioning,1,Edited a year ago,False,none,none,no communication issue,"If I could give no stars I would.
Dallas Plumbing treated us so well a few years ago when we had to replace pipes under our home. They’ve done a bit of work on our AC, and in general were wonderful to deal with. We have paid thousands of dollars to this company over the last few years, and we’re gra"
Dallas Plumbing & Air Conditioning,1,11 months ago,False,none,none,no communication issue,"A few weeks ago I (made the mistake of) having a new A/C unit installed by Dallas Plumbing and A/C. The unit would continually stop working due to condensate constantly backing up into the unit. After Dallas Plumbing made multiple unsuccessful attempts to fix the problem, I finally called roto roote"
Dallas Plumbing & Air Conditioning,1,7 months ago,True,other_comm_problem,"""sell me the job over the phone without even coming to see the job""",The plumber attempted to sell the job over the phone without an in-person visit.,"Requested a plumbing quote from Ft. Worth home show and was turned off when the ""master plumber"" called me while in transit to sell me the job over the phone without even coming to see the job!  That's a ""no bueno"" for me."
Dallas Plumbing & Air Conditioning,1,a year ago,False,none,none,No communication issue mentioned in the review.,"We had Dallas Plumbing & Air Conditioning come out to fix our home AC unit. I was fairly positive the issue was the capacitor, which turned out to be the case. Unfortunately I was traveling and couldn’t be home to fix it myself - I’m no expert but do know the part is generally <$40 and it’s a very s"
Dallas Plumbing & Air Conditioning,1,10 months ago,True,repeat_calls,Have called again said tomorrow between 8- 11,The customer had to call multiple times to get a new appointment scheduled.,It seems as they don't have time to come when they say between 1-3. You sit always waiting on some one just in case they come early.  Have a wet bathroom as AC is leaking through wall from AC. Just had service on May 12/2025 too! It has been leaking in closet for awhile now. Have called again said t
Dallas Plumbing & Air Conditioning,1,4 months ago,False,none,none,no communication issue,"Booked an appointment with a mail-in promo, company jacked up price 4x on day of appointment"
Dallas Plumbing & Air Conditioning,1,Edited a year ago,True,no_answer,can not get anyone to answer calls,The customer was unable to reach the company by phone.,"Price was too high, the gentlemen that came out were nice and professional BUT work was not done well.. improperly installed. Tried to call them back and can not get anyone to answer calls, or return emails.. This is no longer a family owned company that had an awesome reputation when we had used th"
Dallas Plumbing & Air Conditioning,1,Edited a year ago,True,other_comm_problem,"Calling the office i get a ""we'll call you back""",The customer was repeatedly promised a callback but did not receive one.,"9 months ago I left a rave review, really thought Dallas Plumbing was great and would vouch for that.  NOT ANYMORE!!! Bought the membership, every time an inspection is done i like the technician but feel like I am trying to be sold on the spot. I usually decline. I did not on August 28th. Was told "
Dallas Plumbing & Air Conditioning,1,a year ago,False,none,none,No communication issue mentioned in the review.,"Do not use these people. They quoted me a price to fix a toilet that was $650 more than anyone else and it was not even an urgent call. That was during normal business hours. The trip charge of $119 should have also been a warning sign, but I was just not thinking. I will NEVER call them again."
Dallas Plumbing & Air Conditioning,1,a year ago,True,other_comm_problem,Never called to acknowledge any issues with meeting the time.,The company failed to communicate about their failure to meet the appointment time.,Don't use this company if you need them to respect an appointment time. Made appointment days in advance. Told they were on there way 30 min into th appointment window and never showed up. Never called to acknowledge any issues with meeting the time. Don't waste your time with this group.  There are
Dallas Plumbing & Air Conditioning,1,a year ago,False,none,none,No communication issue mentioned in the review.,"Don't BE FOOLED.  Dallas Plumbing isn't 'Dallas' at all...they are a large national corporation with a web of complicated layers and hurdles that prevent you from working on complaints.  They take advantage of the elderly, they over price and make unnecessary repairs.  They charged outrageous prices"
Dallas Plumbing & Air Conditioning,1,a year ago,True,other_comm_problem,"""I could have done that over the phone at the office""",The representative was dismissive and implied phone communication would have been sufficient.,"House got hit by lightning, needed to get a quote for repairs to AC unit. Shawn came out and was polite until we told him we wanted a quote for full replacement and for repair of the current unit. ""I could have done that over the phone at the office, I drove an hour out here."" Plus he complained we "
Dallas Plumbing & Air Conditioning,1,3 months ago,False,none,none,no communication issue,Overpriced and not easy to work with when I was out of town and my water heater started leaking.
Dallas Plumbing & Air Conditioning,1,2 years ago,False,none,none,no communication issue,"Good company, but be cautious to get exact pricing on show up fee in advance of the worker showing up, and once the assessment has been completed on issue, get exact details and costs, and get a second opinion. Getting a second opinion allowed us to get work done and save $800plus repairs that Dalla"
Dallas Plumbing & Air Conditioning,1,2 years ago,False,none,none,"No communication issue, but a billing and service issue.","I strongly advise NOT TO USE this plumbing service.  Either they do not know what they are doing or they use ""bait & switch"" methods of doing business.  Continually quoted the wrong price on a basic service after asking numerous people numerous times and it was always the same.  Five minutes before "
Dallas Plumbing & Air Conditioning,1,a year ago,False,none,none,No communication issue.,Was here for 5 minutes; just unhooked something and charged me $242.  He then priced a repair at $1800.  I already had a bid for less than half that.  Unbelievable! I definitely won’t be call these guys again.
Dallas Plumbing & Air Conditioning,1,7 months ago,False,none,none,No communication issue mentioned in the review.,"If I could give no stars, I would. Will never. EVER use this place of business for as long as I live."
Dallas Plumbing & Air Conditioning,1,a year ago,True,repeat_calls,"""multiple threatening phone calls""",The company made multiple threatening phone calls to the customer.,"Working with this company for a new HVAC system has been a horrible experience. First, the system they installed was lower efficiency than the bid. They called immediately after the instillation and demanded the second 1/2 of the payment. When we refused to pay them until the issues were corrected, "
Dallas Plumbing & Air Conditioning,1,a year ago,False,none,none,No communication issue mentioned in the review.,"Terrible experience. The excavator Dallas Plumbing hired tore up and broke irrigation lines that still aren't repaired more than a week after the job was ""finished"". They insisted on installing an easy-access emergency shut off whichI did not ask for. They put it behind a new Japanese maple. Easily "
Dallas Plumbing & Air Conditioning,1,Edited 10 months ago,False,none,none,"No communication issue, review focuses on service quality and pricing.",I won't use this company again for anything.I hired for AC maintenance and was told by them that my fairly new unit was leaking refrigerant and it would cost $750 dollars to fill back up. Hired another company and they said unit was it top condition and didn't require anything. Dallas Plumbing lied 
Dallas Plumbing & Air Conditioning,1,a year ago,True,no_answer,He will not answer my phone calls,The customer was unable to reach the representative by phone.,I paid $14K for a new air conditioning and furnace unit that was installed last August.  It was installed incorrectly and caused extensive water damage in my home.  I contacted Carlos at Dallas Air and he did not come out to see the damage.  He is refusing to pay the remediation company for them to 
Dallas Plumbing & Air Conditioning,1,Edited 2 years ago,True,other_comm_problem,He replaced the battery in my water heater detector (I had to provide the batteries),The technician was unprepared and lacked necessary equipment for the service.,I received a coupon in the mail for a cheap water heater inspection that came with a “water heater flush and free camera inspection for your sewer”.  The technician who came was not equipped to perform any of those tasks. He replaced the battery in my water heater detector (I had to provide the batt
Dallas Plumbing & Air Conditioning,1,2 years ago,True,other_comm_problem,after contacting the company they said the tech would arrive later that day,The company failed to communicate the new arrival time effectively.,"Scheduled an appointment and was required to pay a deposit for service via credit card in the amount of $750.  the day of service the tech DID NOT show up during the scheduled appointment time, after contacting the company they said the tech would arrive later that day and again failed to show up.  "
Dallas Plumbing & Air Conditioning,1,3 years ago,True,other_comm_problem,They ask you to repeat all of your account information each time,"The customer service reps lacked access to account information, requiring repeated details.",I would not recommend this company to anyone!  They have a national call center that answers their phones and the reps do not have access to any owner account.  They ask you to repeat all of your account information each time because they cannot see your service details or account details.  Company 
Dallas Plumbing & Air Conditioning,1,2 years ago,True,other_comm_problem,"""Had to call them when the supervisor didn’t show up""",The company failed to follow through on promised communication and service.,"Terrible customer service. Repeatedly just telling me what I wanted to hear and never honest or upfront. Tankless water heater went out, needed it fixed or replaced. Was told on the phone a tech could fix it upon initial visit, wrong. They can’t and don’t do that. Asked if I could just upgrade, was "
Dallas Plumbing & Air Conditioning,1,Edited 2 years ago,True,other_comm_problem,"""I spoke with dispatch yesterday and a rush was placed on the order""",The customer had to contact dispatch multiple times to get a rush on the order.,"Well at the time of my initial review, although 100+ degrees, I encountered a technician, Jimmy who was nice and patient who replaced a connector on the system at a cost of $400 but the heat continued with multiple attempts to correct the system.  Unfortunately it's still 100 degrees inside of my ho"
Dallas Plumbing & Air Conditioning,1,2 years ago,False,none,none,No communication issue mentioned in the review.,"I’ve looked at the reviews and it seems that Dallas Plumbing doesn’t employ it’s own techs. Some reviews are great. The ones rated one star like my review are similar to our experience.
My husband signed a contract to have Dallas Plumbing repair/replace a Toto toilet that was 6 years old. The proble"
Dallas Plumbing & Air Conditioning,1,2 years ago,True,other_comm_problem,Expecting to scam us in to unnecessar,The technician implied they were trying to scam the customer into an unnecessary service fee.,- they have a process where they first send a technician (typically charges 120) and THEN send the real work people another day- other services did same day. Thankfully I didn’t get charged 120 since it’s only for fixing and not first time installation but still a tedious process when others do it q
Dallas Plumbing & Air Conditioning,1,2 years ago,True,repeat_calls,"""multiple calls""",The customer had to make repeated calls to get a response from the company.,"RUN !!!!  BEWARE!!!!
I have been a client of Dallas Plumbing (original company) for 30 years.  They were awesome but were sold sometime in the past few years.
We thought it was the same family-owned company.  We paid $5,000 deposit ($25,000 estimated total cost) to replace two AC units in June 2023."
Dallas Plumbing & Air Conditioning,1,2 years ago,True,repeat_calls,"""Multiple calls later, after multiple reschedules(!)""",The customer had to make multiple calls to get a response and schedule a repair.,"I rarely write reviews - even more rare to leave bad reviews as I believe its bad Karma - that being said, I'm compelled to write this poor review of Dallas Plumbing. My water bills were outrageous this summer and found the culprit was a running toilet in a guest bathroom I don't often use. I receiv"
Dallas Plumbing & Air Conditioning,1,2 years ago,True,other_comm_problem,"""Called these guys for a gas leak repair""",The technician showed up intoxicated and unable to perform the job properly.,STAY FAR AWAY FROM THESE PEOPLE!!!!!Called these guys for a gas leak repair. Told me it was a FREE CHECK to see where the problem was and then would be quoted price for repairs. Called again and they said $120 for a check.... Called again and said free gas leak check. Guy shows up and can HARDLY EVE
Dallas Plumbing & Air Conditioning,1,a year ago,True,other_comm_problem,"""I got transferred to someone who began asking about my A/C units""","The customer was transferred to the wrong department, causing confusion and miscommunication.",DPC installed my tankless water heater. When they called about my account I thought perfect. I have been meaning to call for a routine maintenance. Then I got transferred to someone who began asking about my A/C units. Should have been my first clue. Then they said I needed to talk to someone in plu
Dallas Plumbing & Air Conditioning,1,2 years ago,True,repeat_calls,We have reached out over 100 times,The customer had to make numerous calls without receiving a response.,Never use this company! Since they have sold the company it is a complete mess over there. I have never seen a company so disorganized and unable to repair my AC after 4 weeks of saying they are trying. We have reached out over 100 times and hardly any feedback. I have been told 3 times now that the
Dallas Plumbing & Air Conditioning,1,2 years ago,False,none,none,"No communication issue, review focuses on service quality and repair problems.",Terrible service!!! Do not use them!!! We had a toilet leaking at the bottom and asked them to come to do the fix. The technician fixed the bottom leaking but broke another park which lead to leaking at the top. We have to find another plumber to fix the leaking to prevent them charge a lot. But aft
Dallas Plumbing & Air Conditioning,1,2 years ago,False,none,none,No communication issue mentioned in the review.,"I’m very disappointed with the service. My AC was not working I called around and Dallas plumbing quoted me over 100 for a service call, when i declined they changed the price to 59.  I agreed they came out checked my unit for about 10 min or less came back to me and said i needed to replace the who"
Dallas Plumbing & Air Conditioning,1,Edited 9 months ago,False,none,none,No communication issue mentioned in the review.,"Charged a fee, did nothing and only solution was to dig my neighbors property. Would never use them again. Looking to change out a shower strainer or transition solution and that was my only option to dig up my house. Ridiculous"
Dallas Plumbing & Air Conditioning,1,2 years ago,False,none,none,"No communication issue, but a billing dispute and lack of transparency.","I called for a simple inspection to be done on my a/c system and was told it would be $69.99. My husband was yhe one home for the service and when the tech was done, he told my husband that the total was $400. He asked why and was told that it was the maintenance that was done on the unit that we di"
Chapman Air & Heat,1,a year ago,True,other_comm_problem,said they would be right over for an emergency call and it took them 4 hours,The company failed to meet their promised response time for an emergency call.,Absolutely horrendous service. would not recommend to the people i strongly dislike. said they would be right over for an emergency call and it took them 4 hours. then the only thing they cared about was the credit card information when we have been loyal customers for 10 years. i would rather sit i
Chapman Air & Heat,1,2 years ago,False,none,none,No communication issue.,I have Chapman servicing my AC and heating units for over 20 years. I see them a minimum of twice a year and they have always been very professional and very responsive. This last time I had some equipment that had to be replaced and I was shocked at the prices. When I question the prices a salesman
Chapman Air & Heat,1,2 years ago,False,none,none,No communication issue mentioned in the review.,"Do NOT use Chapman Air.  I spent over $30,000 on a new Trane four-zone variable speed system, with new furnace, condenser,  duct work, dehumidifier, and air scrubber.  A year and a half later, the system still isn't working correctly.  Chapman's workers dropped tools and damaged the new white oak ha"
Chapman Air & Heat,1,7 years ago,False,none,none,No communication issue mentioned in the review.,"In my opinion, this company does not care about customer service. We had a house built just over 2 years ago. We hsvr 3 AC systems that Chapman installed. Actually, we were told that Chatman used subcontractors to install the systems. We've had numerous problems with these systems, refrigerant leaks"
Chapman Air & Heat,1,5 years ago,False,none,none,No communication issue.,"As I sit here in an 84 degree living room trying to think of a nice review about my experience...we spent around $20K on two top of the line AC units with new duct work. This was to replace the 15 year old units that we were having problems with. Well, one of them works fine in the back of the house"
Chapman Air & Heat,1,12 years ago,False,none,none,No communication issue mentioned in the review.,"Anyone who says that Chapman heating and air is the best at what they do, obviously do not know the service industry.   They charged my relative 400$ to replace a simple capacitor.  This company demonstrates the lack of compassion most modern day fly by night company's incorporate.  Charge you the h"
Chapman Air & Heat,1,6 years ago,True,no_callback,when you want to question what they charged you,The company failed to return the customer's call to discuss a billing issue.,"They are thugs. Please save yourself from being ripped. They are arrogant and crooks. They will replace an $ 18 item for $318 . Yes , I am not kidding and then they will not return your call when you want to question what they charged you. We just got ripped off by them. Please don't let this happen"
Chapman Air & Heat,1,12 years ago,False,none,none,No communication issue mentioned in the review.,"I strongly advise against letting these guys do repair work until they clean up their act.  I had a bad capacitor that they tried to charge – get this - $378!  Mind you, I could buy this very same capacitor all day long for $30-$35 at Allied or other parts distributors and I don’t even get bulk or c"
Chapman Air & Heat,1,9 years ago,False,none,none,"No communication issue, customer is complaining about product quality and repair costs.","Chapman installed a brand new Trane unit into my house when it was under construction.  I have lived in the new house less than two years and I have had three Freon leaks.  First they had to repair a pipe outside, the second the pipe was near the inside unit.....now third time they say the leak is i"
Chapman Air & Heat,1,7 years ago,True,other_comm_problem,they were under warranty and didn’t contact us for over 2 business days,The company failed to contact the customer within the expected timeframe under warranty.,Chapman air has the absolute worst customer service. They were under warranty and didn’t contact us for over 2 business days... they have stillborn fixed the issue.
Chapman Air & Heat,1,3 years ago,False,none,none,no communication issue,Our AC was having issues. The guy who came out only made things worse. We had to call another company who said they used the wrong Freon and over pressured the system.
Chapman Air & Heat,1,3 years ago,False,none,none,No communication issue.,They Installed a defective part and would not warrant it. I had another AC company install the same part for a third of the price. Their customer service is awful!
Chapman Air & Heat,1,4 years ago,False,none,none,no communication issue,"Treats their employees poorly,  don’t payout final checks, overcharging equipment please check prices online, and your owner is a crook."
Chapman Air & Heat,1,2 years ago,False,none,none,no communication issue,They were going to charging me $500 for a $35 capacitor. Beware.
Chapman Air & Heat,1,4 years ago,False,none,none,no communication issue,I strongly recommend you go with a different company. They are crooks!
Chapman Air & Heat,1,4 years ago,True,other_comm_problem,Laughed at me on the phone when I called for a service for the same day.,The customer was mocked on the phone when requesting same-day service.,Laughed at me on the phone when I called for a service for the same day.
Chapman Air & Heat,1,4 years ago,False,none,none,no communication issue,Dishonest unprofessional and disgraceful bunch of crooks
Chapman Air & Heat,2,Edited 8 months ago,True,repeat_calls,"I have been sitting around since 11:30 AM, called two or three times.",The customer had to call multiple times due to lack of scheduling updates.,"Scheduling is not good.  Noon to 5:00 PM window, promised 30 minutes notice.  I have been sitting around since 11:30 AM, called two or three times.  4:45 PM, they say no time soon, not sure when.  Unhappy."
Chapman Air & Heat,2,13 years ago,False,none,none,No communication issue mentioned in the review.,"The tech who just fixed my AC was a nice guy. Did the job in 30 minutes. I needed a capacitor. Lets see:

$89 for service - He was here for 27 minutes so that is about $180.00 per hour. I would have been willing to pay a service minimum about that high so I won't complain too much.

$7 for fuel. OK."
Chapman Air & Heat,2,12 years ago,True,on_hold,"""Was given a 10-2 window today.  It's 4:00 and still tech is not here.""",The customer was left on hold for an extended period beyond their assigned window.,"Awful customer service.  Day 3 of trying to get a/c fixed.  Extremely long windows and never, not once, have they arrived in that time frame.  Was given a 10-2 window today.  It's 4:00 and still tech is not here.  ""Running behind, traffic, other call taking longer..""  I've heard it all.  I don't wan"
Chapman Air & Heat,2,13 years ago,False,none,none,No communication issue was mentioned in the review.,"I called the company as the capacitor in my air conditioner had failed and I also wanted the coolant levels checked. A new capacitor costs less than $20 and R-22 does not cost anywhere near $162 per pound. Once I received the bill I asked why it was so expensive, I was told these are our book prices"
Chapman Air & Heat,3,Edited 10 months ago,True,other_comm_problem,"no messag, no text and I NEVER received it",The customer did not receive a confirmation message or text about the technician's arrival.,"It pains me to write this review because we’re so grateful for the help Bobby the technician provided. However, it’s been two months since we reported our broken AC unit, and Chapman has failed to resolve it despite four reschedules.

While two delays were due to rain, the others were caused by diso"
Chapman Air & Heat,3,11 years ago,True,repeat_calls,We have been leaving messages since this morning.,The customer has been leaving repeated messages without a response.,We have been leaving messages since this morning. We are still having the same problem you guys came out for yesterday.
Chapman Air & Heat,3,3 weeks ago,False,none,none,"No communication issue, the problem was with the HVAC system's thermostat.",We built a new house and Chapman installed three HVAC systems. We’re now two years in to the house and have contracted with Chapman for an annual service agreement agreements. The thermostat on one of our systems broke within the first two years and it is a $300 repair. I am surprised to have any is
Chapman Air & Heat,4,12 years ago,False,none,none,no communication issue,"Chapman Air & Heat replaced our entire heating / cooling system. We were very pleased with the system until about 13 months later when the cooling coil developed a leak due to a manufacturer's defect. The parts were covered by warranty, but the 1 year labor warranty had expired by 3 weeks. Chapman r"
Chapman Air & Heat,4,11 years ago,False,none,none,No communication issue.,"Chapman was very timely and responsive, and fixed my problem.  The supervisor came onsite after initially running into a problem with a technician who did not correctly identify the A/C problem.  He made it right, didn't up charge me, and was extremely professional.  I will use them again in the fut"
Chapman Air & Heat,4,3 years ago,False,none,none,no communication issue,Bobby always does a great job keeping my air/heat maintained and repaired if necessary. I always ask for Bobby. He is the best.
Chapman Air & Heat,4,2 years ago,False,none,none,no communication issue,Good explanation of the issue with the AC’s but still did not solve the issue with inadequate AC cooling in several rooms of my home. I am still using fans in my den to make it cooler.
Chapman Air & Heat,5,6 months ago,False,none,none,no communication issue,Very happy with Chapman Air and Heat.  I had a great experience.  I worked with Suyin.  Suyin did an excellent job guiding me through several options. She was very detailed oriented.  Installation went smooth great attention to detail.  Things like putting down floor protection.  They cleaned up the
Chapman Air & Heat,5,10 months ago,False,none,none,No communication issue.,"Chapman Air & Heat did a great job of installing a new A/C unit at my house.  The price was reasonable & competitive.  The office staff (especially Sue & Jeff, the ones that we dealt with the most) were exceptional at all times.  They were friendly, helpful, and good at what they do.  They really we"
Chapman Air & Heat,5,a year ago,False,none,none,no communication issue,"We’ve been customers of Chapman for over a decade. In fact, they installed our original system in our house when we built it. Over the years they’ve continued to provide excellent service and their technicians, especially Bobby, are extremely professional. Would recommend Bobby & Chapman to any fami"
Chapman Air & Heat,5,a year ago,False,none,none,no communication issue,"We have been using Chapman air and heat since the 1990’s. Of all the technicians who have serviced our home, Alex is the BEST! In addition to doing his job well and providing outstanding service, he is very kind and polite. !!!"
Chapman Air & Heat,5,a year ago,False,none,none,no communication issue,"Chapman air completed maintenance on both of my units.  Bobby arrived on time and explained the entire process.  He was thorough, knowledgeable, and professional. The invoice I received was a detailed recap of his work.  I’m a very satisfied customer.

Holly Veazey"
Chapman Air & Heat,5,a year ago,False,none,none,no communication issue,"This is the second time that Tech Alex has made A/C Tune-up visit to my house. Just as the first time, he and work mate took time to diligently service my unit; followed by a detailed report of unit condition as well as potential future components issues to watch out for. GREAT JOB!!"
Chapman Air & Heat,5,Edited a year ago,False,none,none,No communication issue.,"This season, Dwayne performed the servicing of our units.  Another job well done.  Dwayne was prompt, courteous and professional.  Continue to have the highest confidence in Chapman.

David and Tendo did a great job servicing our air units. They were prompt, courteous, knowledgeable and very cautiou"
Chapman Air & Heat,5,a year ago,False,none,none,no communication issue,"Alex took his time to troubleshoot and found the issues with my unit that appears to have been overlooked by other Chapman technicians in the past.
He is very thorough,  professional and I really appreciate that.
I will request to have him next time I need a check up!"
Chapman Air & Heat,5,2 years ago,False,none,none,no communication issue,"I have used Chapman for the past 9 years for my annual maintenance as well as other minor problems. They are always so easy to work with in setting up appts and always let me know when the technician is on his way. The techs have always been pleasant, easy to work with, informative and helpful. Thum"
Chapman Air & Heat,5,3 years ago,False,none,none,no communication issue,"We have been using Chapman at our 2 businesses and our home since 2014.   Whenever we need service I just give Karen a call and she gets us on the schedule usually the same day or the next day.  The techs are polite and knowledgeable.  I have dealt with the same tech, David, for many years.  He's al"
Chapman Air & Heat,5,2 years ago,False,none,none,no communication issue,"I have used Chapman a couple of times and they were great. But this last time was even better! Dwayne did a fantastic job explaining the issue with my old unit. He was very professional and kind to my yappy little dog. Two thumbs up. Thanks again, Dwayne."
Chapman Air & Heat,5,a year ago,False,none,none,no communication issue,"Bobby from Chapman is the best. He’s always responsive and is incredibly knowledgeable and helpful. He got us totally set up at our new place, even as things were crazy during our remodel!"
Chapman Air & Heat,5,a year ago,False,none,none,no communication issue,Chapman has been helping us maintain the HVAC systems in our stores for many years. They provide quality work and do their best to schedule us as quickly as possible. Karen is always friendly and nice to work with.
Chapman Air & Heat,5,Edited a year ago,False,none,none,no communication issue,"Alexander was outstanding!   Very friendly, professional and informative.   He is a great representative for your company.   Very impressive!

5/3/24.  Bobby and Foley did a great job!  Very friendly and helpful.  Excellent customer service again!  Thank you"
Chapman Air & Heat,5,Edited a year ago,False,none,none,no communication issue,Chapman air completed the summer maintenance on all my units with care and reassurance that things are being done correctly.  I really appreciate Bobby who was leading the service with his helper.  He has been servicing my units since 2017.  They changed out my filters and did a great job.  I really
Chapman Air & Heat,5,3 years ago,False,none,none,no communication issue,We have been using Chapman Air for the past few years after our previous A/C company increased their rates. So far we are completely happy with their service. Their service men are friendly and competent. They also are very clean.  No mud or debris brought in after servicing the outdoor unit. Highly
Chapman Air & Heat,5,2 years ago,False,none,none,no communication issue,"I’ve been using Chapman Air for years, as they also installed our system. Bobby always shows up on time. When he is here, he abides to the special requests we have. He is also very knowledgeable and courteous. I will always request his services first if he is available."
Chapman Air & Heat,5,8 months ago,False,none,none,no communication issue,Sue did a great job of coordinating our AC project and was very easy to work with!
Chapman Air & Heat,5,2 years ago,False,none,none,No communication issue.,"As always, David Miles with Chapman Air & Heat, did a great job checking and maintaining my air conditioning system. They call ahead to let me know they are on the way, arrive on time, perform the service in a professional and efficient manner and alert me to any issues that need to be resolved. I a"
Chapman Air & Heat,5,Edited a year ago,False,none,none,No communication issue.,Dewayne goes beyond his way to get u handled. Not only did he do the tune up on my ac . He also made sure everything else was working like it was suppose to be. Anytime I need something done I'll call Chapman to set up an appointment and ask for Dewayne to come out. He's got a great since of humor a
billyGO Air Conditioning & Plumbing,1,3 months ago,False,none,none,"No communication issue, customer complaint about service quality and pricing.","Came for a leak check. Didn’t do a thing, gave me an overpriced quote and took the emergency service fee. Literally took 10 mins to complete the process. I personally spent more time finding the leak  then he did"
billyGO Air Conditioning & Plumbing,1,2 years ago,False,none,none,No communication issue mentioned in the review.,Very poor service but they did fix the leaks but they didn’t fill the dirt all the way back and they left a brand new hose and trash for me to clean up. Thank you for the water hose I can use it. Also they try to take the dirt with them but come on my guy atleast put it back like if it was your hous
billyGO Air Conditioning & Plumbing,1,7 months ago,False,none,none,No communication issue mentioned in the review.,"Based on ChatGPT I selected BillyGO company to fix my A/C. Next day, Jordan Wiggins arrived on time, diagnosed the problem and asked me to sign a Job Order to be sent to my email address. He was impressive and professional. However, this is where the positive ends. The next day two technicians arriv"
billyGO Air Conditioning & Plumbing,1,8 months ago,False,none,none,No communication issue mentioned in the review.,"It's with both sadness and frustration that I leave this review. My partner and I were convinced two years ago by a BillyGo agent to buy a new HVAC system. We decided to go for some upgrades as well, including smart thermostats and redoing some duct work. Since then, there have been multiple issues "
billyGO Air Conditioning & Plumbing,1,9 months ago,False,none,none,No communication issue found in the review.,"My foundation company paid for Billygo to inspect my house plumbing after foundation repair. Their technician could not find the 2nd cleanout so he told me to pay couple thousands to install one. I called a 2nd company for different opinion, and funny enough, they found the 2nd cleanout. My foundati"
billyGO Air Conditioning & Plumbing,1,Edited a year ago,True,other_comm_problem,"When I called this business, the service manager only wanted to discuss about the blame.",The service manager was uncooperative and defensive when the customer called.,Outrageous prices. My elderly parents were referred to BillyGO by me ( sadly ) hoping to save them some money. My father told me he was charged for over $7500 for a SINGLE electric hot water heater. Yes there were other item equipment installed. But my God the outrageous prices. If you have elderly 
billyGO Air Conditioning & Plumbing,1,a year ago,False,none,none,No communication issue mentioned in the review.,"This was a terrible experience after I gave them money for a worthless maintenance contract. Then when I did have an issue they charged me to diagnose it and quote almost $3000 for the fix. I laughed because the tech even told me the AC was working fine so had I used his recommendation, the heat wou"
billyGO Air Conditioning & Plumbing,1,a year ago,False,none,none,No communication issue was reported in this review.,We called because we had a clogged drain somewhere causing backup. After clearing the drain an inspection was done with the cameras and found a pipe under the house that was broken due to roots. It was of course VERY expensive to fix since they had to tunnel under my slab house. They came the next d
billyGO Air Conditioning & Plumbing,1,3 years ago,False,none,none,No communication issue was reported in this review.,"I called due to a leaking outside faucet.  The lady on the phone was very nice and positive.  The young man (repairman) who came was very nice and squeaky clean in his dress.  He was very polite and explained to me how he would replace the faucet, BUT first he would go to the truck to prepare the qu"
billyGO Air Conditioning & Plumbing,1,7 months ago,False,none,none,no communication issue,"The BillyGo plumber came to check out the whole-house water filtration system and quoted me $20,000. That’s insane!"
billyGO Air Conditioning & Plumbing,1,Edited a year ago,False,none,none,No communication issue mentioned in the review.,Sadly I now realize how I was soo overcharged for labor for installing damper motor for hvac. It’s appx  $95 part Honeywell part..total bill was $580. First guy sent out refused give breakdown for part/labor. Jordan quoted me $580 for 1 damper…still no part #. My recent home inspection guy wanted th
billyGO Air Conditioning & Plumbing,1,a year ago,False,none,none,No communication issue mentioned in the review.,We are totally disgusted with BillyGo HVAC and Plumbing. Their prices are through the roof. Said our freon was low a pound or so and would assess whether to do a leak test or not. Then he puts his gauges on it and then writes up an estimate for 1315 WITH discount. That includes 800+ to add stop leak
billyGO Air Conditioning & Plumbing,1,a year ago,True,other_comm_problem,"""Troy, refused to write me a report""","The customer was refused a promised report, indicating a communication breakdown.","The call request was to get a free inspection report for the unit with a repair. Troy, refused to write me a report , although I accepted to do do the repair. The technician was extremely pushy and was pressuring me to buy a membership. He initially gave me a price, but when it was time to pay, he a"
billyGO Air Conditioning & Plumbing,1,Edited a year ago,False,none,none,No communication issue was mentioned in this review.,"A technician came to diagnose the air conditioner unit in my townhouse, and he found leaked, $279, on the evaporator coil. He charged me about $2,500 for the labor minus $279 that I already paid down to $2,221. This was the total shock to me to pay for the labor. So I called around and found another"
billyGO Air Conditioning & Plumbing,1,2 years ago,True,after_hours,it is already 8:35 pm but i haven't received any call,The company failed to contact the customer after hours.,billyGo Plumbing Heating is a worst company i had ever dealt with.  for a simple plumbing job that is replacing a broken Toilet water tank.  we had to wait for almost 1/1/2 day for the plumber to arrive.  the plumber from billyGO looked at the broken water tank and took some pictures and then disapp
billyGO Air Conditioning & Plumbing,1,a year ago,False,none,none,No communication issue.,"The technician that came out from Billy Go, tried to sell me on a brand AC new unit costing 11k. Thankfully, I had insurance and suffered through the additional three days it took for them to come out. They said he had turned my unit off at the box, when all it needed was to be cleaned out. He had i"
