business,stars,date,time_ago,signal,category,phrase,summary,biz_size,root_cause,pitch,text
Unlimited Air Conditioning and Heating,2,3 years ago,,True,other_comm_problem,they never got back with me,The customer was not provided with a breakdown of the estimate and was not contacted back.,small_team,overwhelmed,review_management,"First of all, they did not alert me to let me know that they were not coming on the suppose date that they were supposed to come. Then when they came the next day, they gave me an estimate two different prices. They did not break the estimate down as to say how much the actual part would cost, and h"
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Frank and the team did a fantastic job.  Prompt, professional, friendly, experienced."
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"After ""successfully"" installing my own thermostat this summer I discovered a little too late (first cold snap of the season) that I wasn't as successful as I thought as the heat didn't work.  I called Unlimited on Sunday & they scheduled me for first thing on Monday morning.
The tech arrived on time"
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,very professional
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"They are super easy to work with as far as scheduling, really great prices, efficient with time, and on top of everything they’re all nice! Cleber just completed a check on my furnace and did a great job."
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Excellent job. Quick and efficient.
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Fall heater check. Have used Frank for over 20 years and we highly recommend his company.
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I have used Frank & his Unlimited AC & Heating for over 10 years. His commitment to quality service, honesty & integrity at a competitive price are unparalleled. I am
glad to recommend him without reservation."
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Always professional and very quick to respond. Great company all around!
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,They did an awesome job in a timely manner. Thank you for being so professional.
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Excellent. I will be a client for life.
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Frank was great—- on time, courteous, organized and quickly identified the problem with our AC.   Highly recommend this company!"
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Frank was extremely responsive. The prices were fair. I compared this business to 12 other well-known places in the Dallas area. Frank got me an appointment the very next day. The service man who came out was clean, polite, professional, and knowledgable. They are a ""legitimate"" business. Confirmed "
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Unlimited Air and Heat is super responsive and helpful. We highly recommend their services.
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Great Work
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Very professional and nice people!
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Professional and great service .
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,very fast installation and great at getting us options for repairs
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Cleber was friendly, professional, clean and quickly fixed my AC issue.  Highly Recommend this company."
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Evening HVAC trouble. The team answered my call that night and sent someone out first thing next morning. Fixed the issue that day. Cleber was great. Thank you for the quick help.
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Great quality work all the time. Been using them for over 20+ years. Trust worthy and fairly priced.
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,I've been using Unlimited Air Conditioning & Heating for years.  Frank is extremely reliable and honorable. Always delivers on prompt response and is quick to schedule the job.  He also staffs a good crew.
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Unlimited air conditioning and heating is the best a/c service I've ever known I would definitely be making them our family ac person they are quick ,ontime ,respectful and will work with you prices are the best no one can beat there prices."
Unlimited Air Conditioning and Heating,5,Edited 3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,I use Unlimited AC all the time. For my own home and for my investment properties. I am in real estate and I’m always recommending them to my clients. They are honest and reasonable.
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Great a/c service! I was in a pinch to get my hvac system checked out and Unlimited came to the rescue. Called to make an appointment and they had same day service call available. I booked for next day and they showed up and service was completed par excellent! Thanks to the employees at Unlimited F
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,established,unknown,not_applicable,Unlimited was great. Very friendly and professional staff. They were able to diagnose the problem and resolve it quickly. Cleber made sure to let me know the cost for the parts and service before he did any repairs. I could not ask for better service.
Unlimited Air Conditioning and Heating,5,3 years ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Fantastic work! Frank was very professional and got right to it figured out the issue and had us up and cooling in no time!
Eastin Heating and Air,5,Edited 3 days ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Gavin came and did a great job checking our 5 units. He also talked to us in details about the status of each unit and need to replace one of them in the near future.

Installation of the replacement of one of our 5 systems went very well. The fan on the compressor was defective and a new one was in"
Eastin Heating and Air,5,Edited a week ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Great and efficient work with a great team .
Eastin Heating and Air,5,Edited a week ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Professional, friendly, on time, efficient and multiple options for repairs."
Eastin Heating and Air,5,a week ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Our service tech Jeff was so nice, friendly and professional. He did a great job and even reprogrammed my thermostat for me. I highly recommend this company!"
Eastin Heating and Air,5,Edited 2 weeks ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Knowledgeable young service technician. Well mannered and professional.
Eastin Heating and Air,5,Edited 2 weeks ago,,False,none,none,no communication issue,established,unknown,not_applicable,Family owned business all worked together well and each person had their area of expertise. After unit was installed they went over all on how to use thermostat etc.
Eastin Heating and Air,5,Edited 3 weeks ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Was on time and found the issue with the A/C. Would recommend.
Eastin Heating and Air,5,Edited 3 weeks ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Great service from a technician who is efficient, knowledgeable, and has great communication skills. Antonio is the best!"
Eastin Heating and Air,5,Edited 3 weeks ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Zach came out to our home for a seasonal check of our HVAC.  He was efficient, courteous and answered all our questions.  He also pointed out a couple of things for which we agreed to have done.

David & Ann Ziehe"
Eastin Heating and Air,5,a month ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I recently  had  a air conditioning unit installed by (Dun RiTE). The scheduling process was straightforward, and the technicians arrived on time. They were highly professional, extremely helpful answering all my questions, and left the area clean."
Eastin Heating and Air,5,2 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Zachary was very professional and found my problem and explained the repair with some other things that I might address in the future without being pushy. The price was good and I will recommend them.
Eastin Heating and Air,4,2 months ago,,True,other_comm_problem,would improve service to keep customer updated on ETA,"The customer was not updated on the technician's ETA, causing uncertainty.",small_team,overwhelmed,review_management,"I was advised that technician was on his way but provided no ETA. With origination 45 minutes away plus having to backtrack to get tools, it would improve service to keep customer updated on ETA. The technician was very friendly and did a great job."
Eastin Heating and Air,5,2 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Great Job!
Eastin Heating and Air,5,2 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Robert was efficient and professional
Eastin Heating and Air,1,3 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Bought 2 new mini splits to replace the old ones. The salesmen said I needed new line sets. I bought new line sets. But the reused the old ones. I did not get a refund. I would not recommend them.
Eastin Heating and Air,5,Edited 3 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Very pleased!  Mark Walding was very efficient and professional.
Eastin Heating and Air,5,3 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Dunrite came out and repaired our heater. This review would have been done sooner but I needed to wait till it got cold again to make sure it was working   so far so good. It is nice to have heat when you need it.
Eastin Heating and Air,5,Edited 4 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Professional, efficient and reliable. Thank you"
Eastin Heating and Air,5,4 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I had a total failure of my HVAC system earlier this year. The team at Dun-Rite did a great job, replacing the unit. More recently, I had them out to calibrate the pilot light for the heating unit. Andrew was the tech who came out and after he adjusted the light 0.1 units it was perfect. I have had "
Eastin Heating and Air,1,5 months ago,,True,other_comm_problem,They said they were gonna send somebody out to fix it. They never did.,The customer was promised a follow-up visit but it never happened.,small_team,overwhelmed,review_management,This is for Dunwright heating and air not Einstein or  what ever. They overcharged me. They said they were gonna give me some kind of service package and that they could do it the next time they came out. Of course they didn’t do anything as far as the servicing goes. When they were repairing the ai
Eastin Heating and Air,5,5 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Very fast response to issue and great service.
Eastin Heating and Air,5,5 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Antonio was very polite and personable.  He seemed to know what he was talking about. This service visit was free and was more like an evaluation of my system, which was installed in 2013. Of course it has issues and I am considering them. He was not pushy."
Eastin Heating and Air,5,5 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Zach was very professional, worked quickly and thoroughly and explained everything to me. He worked to make sure the problem was fixed and clearly knew what he was doing and how to get there, even with an older unit. I really appreciated his work!"
Eastin Heating and Air,5,6 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Mark did a great job on our semi-annual system check-up.
Eastin Heating and Air,5,6 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Your company has never let us down, we trust in your work
and advice"
Eastin Heating and Air,5,6 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Mark Walding did a great job.  He is my HVAC man from now on.
Eastin Heating and Air,1,6 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Job wasn’t done
Eastin Heating and Air,5,Edited 6 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Derek arrived on time, was very professional, finished the work in good time."
Eastin Heating and Air,5,6 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Very knowledgeable, quick and professional. Highly recommended!"
Eastin Heating and Air,5,Edited 6 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Perfect as always!
Eastin Heating and Air,5,Edited 6 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Friendly, trustworthy, and professional! Quality workmanship and integrity!  I highly recommend their services! Michael Nettik is knowledgeable and able to communicate technical information that is understandable to a layman.  Thank you, Michael! Thank you, Dun-Rite!"
Eastin Heating and Air,5,6 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Josh, with Dun-Rite HVAC was very knowledgeable, kind  and efficient. He  arrived in a timely manner and listened to my maintenance concerns. He serviced my AC and advised me on various filter types. I am glad I decided to hire DUn-Rite to do my quarterly maintenance plan as I have special medical n"
Eastin Heating and Air,5,7 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"You fixed a problem that another company could not. You CARED, and that speaks volumes about your company."
Eastin Heating and Air,5,7 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Professional, efficient and helpful."
Eastin Heating and Air,5,7 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,Dun Rite took over the company I had originally had (who was local in Bertram) and my expectations were still going to be high.  They did not fail and it helps that the technician who made the call to our house is the son of the owners of the former company!  The company has shown it's great custome
Eastin Heating and Air,5,Edited 7 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Courteous and professional
Eastin Heating and Air,5,7 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Mark was awesome!
Eastin Heating and Air,5,7 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,great technician. very knowledgeable and polite and personable.
Eastin Heating and Air,5,7 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Process was pretty streamlined and everyone seemed to know what they were doing. Prices were in line with what other companies were charging as well.
Eastin Heating and Air,5,8 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,CHRIS WAS EXCEPTIONAL ‼️
Eastin Heating and Air,5,8 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"From the moment I called requesting service till the job was completed, Dunrite did an awesome job. Antonio, our service technician explained everything he was doing and showed me his findings. We discussed options and came up with a service plan that met my short and long term needs. I highly recom"
Eastin Heating and Air,5,Edited 8 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Jeremy with Dun-Rite was friendly, punctual and gave great input regarding dryer repair.  I’ll call them next time when repairs are needed for sure!"
Eastin Heating and Air,2,8 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"I received poor service from these people. They installed a 5 ton unit at my house. On a post installation visit, they told me that I needed $7,060 more work done or the unit wouldn’t work correctly. I no longer trust their work."
Eastin Heating and Air,5,8 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I called DunRite on late afternoon and was able to schedule an appointment the next morning at a window from 8am to 10am. . At 8 am the next day, Mark W. was our Tech that came out on our service call. He was extremely polite and extremely knowledgeable. He was able to quickly diagnose the problem. "
Eastin Heating and Air,5,8 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,got to the heart of the problem right away.
Eastin Heating and Air,5,8 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Dun-Rite replaced our entire home HVAC system in 2023, and their service is great. This week, the capacitor in one of our units died, leaving us with working fan but no cold air. They were able to fit us in same day, and were onsite within a couple hours of my call. The tech was professional, polite"
Eastin Heating and Air,5,Edited 9 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Christopher was very professional and thorough. He took his time explaining the issue and his approach to solving it.
Eastin Heating and Air,5,9 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Jeremy was prompt and professional. Worked hard on my problem and was able to isolate my problem to electrical issues. I have scheduled a appointment with an electrician. Jeremy has promised a follow-up if the issue is still no resolved
Jeremy offered some insights in maintaining older appliances th"
Eastin Heating and Air,5,Edited 9 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"The young man that did our service check did a very good job. he explained what he saw as an issue in terms i could understand.
Thank you"
Eastin Heating and Air,5,9 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,Best experience that I have ever had! I call and someone came out the same day. The customer service was great and Michael provided grade A service! I highly recommend them for your business and/or your home.
Eastin Heating and Air,5,9 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Prompt, excellent service. Very satisfied."
Eastin Heating and Air,5,9 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Dunrite HVAC did a great job.
Eastin Heating and Air,5,9 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Jeremy was great and the installation was very professionally done.
Eastin Heating and Air,5,9 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Called on Friday and had an appointment on Tuesday morning of the very next week. Prompt friendly service that got my job done.
Eastin Heating and Air,5,Edited 9 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Very thorough and attentive technician. He took the time to explain the issues and drew pictures so I would understand better. I didn’t feel forced into purchasing anything. He met my budget needs.
Eastin Heating and Air,5,9 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,My technician was great! He explained what the issue was and what he was doing to fix it. He also stayed to make sure my unit was cooling after the repair before he left.
Eastin Heating and Air,1,9 months ago,,True,no_response,NO communication from Dun Rite as to when the repairs will happen.,Dun Rite failed to communicate with the customer about the repair status.,established,overwhelmed,review_management,"Showed up the same day I requested service, but 10 days later I am still waiting for repairs with NO communication from Dun Rite as to when the repairs will happen."
Eastin Heating and Air,5,10 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Prompt and very courteous and informative.
Eastin Heating and Air,5,10 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"I had a problem with my air conditioner not cooling and called this company for help. Within a few hours a Tech named Andrew came out and found what was broken. He show me the part that needed replacing and ordered it for me. If they treat all their customers this good, they've got my business from "
Eastin Heating and Air,5,10 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Great service technicians. Friendly, informative, polite & knowledgeable. On time service."
Eastin Heating and Air,5,10 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Prompt and friendly
Eastin Heating and Air,5,Edited 10 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Very nice and professional.
Eastin Heating and Air,5,10 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Came out the same day and fixed our issue.
Eastin Heating and Air,5,10 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,Rey pleased with Andrew of Dunrite (All Year Heating and Cooling).  Took time to explain what needed to be done and showed pictures. Highly recommend!!
Eastin Heating and Air,5,10 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,The installation technicians were on time and professional.  They had everything that was needed to complete the job.
Eastin Heating and Air,5,10 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Excellent and quick
Eastin Heating and Air,5,Edited 10 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Dun-rite Heating and Air Conditioning came out and serviced our A/C system,  our new system is working great, thank you for your time and professionalism!"
Eastin Heating and Air,1,10 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Review of Dunrite Heating & Cooling

I’ve used Dunrite in the past and previously appreciated their professionalism and quality service. Unfortunately, my most recent experience has fallen far short of that standard.

In April, during a routine A/C inspection, Dunrite reported that everything was fu"
Eastin Heating and Air,5,10 months ago,,False,none,none,no communication issue,established,unknown,not_applicable,"We had a clog in the PVC pipe that goes from the attic to the bathroom down stairs. It would fill up the overflow  tray and stop the air conditioning.
They keep coming back at no charge till all the clogs were gone after 25 years of debris . It was so nice to have  air-conditioning people that were "
Eastin Heating and Air,5,11 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Very knowledgable and courtious
Eastin Heating and Air,5,11 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Outstanding work and the technician quickly identified the problem and fixed the dryer without any issues
Eastin Heating and Air,4,11 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,The serviceman was honest and helpful.
Eastin Heating and Air,1,11 months ago,,True,other_comm_problem,I told him to put that in writing in an email which I never received.,The customer was not sent a promised email with the technician's assessment.,small_team,bad_culture,review_management,"The company offered a free spring air-conditioning check. The young gentleman came out to my house and after about 30 minutes, sat down with me and told me both my attic and outdoor units needed to be replaced ASAP. That I had a coolant leak and the unit would not last for another two months. The fe"
Eastin Heating and Air,5,Edited 11 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Crew was on time, very respectful, courteous and informative."
Eastin Heating and Air,5,11 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,"Spenser suggested the best maintenance plan for my hvac. He explained everything before he started working and answered questions I had regarding my hvac.
Always pleasant and friendly!!"
Eastin Heating and Air,5,11 months ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Great service again!
Eastin Heating and Air,5,Edited a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,I had an issue with a clogged condensate drain.  Spenser did a professional job and cleared it downstream by using compressed nitrogen and adding a drain cleaner followed by flushing it with about 2 gallons of tap water.
Eastin Heating and Air,5,Edited a year ago,,False,none,none,no communication issue,established,unknown,not_applicable,"Excellent service.  Spencer went the distance to make sure that our new system was installed correctly and answered all of our questions.  He was also competent, respectable of our property, polite, and a pleasure to work with."
Eastin Heating and Air,5,Edited a year ago,,False,none,none,no communication issue,unknown,unknown,not_applicable,Excellent service and response times. Very friendly!
